STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000003793,CID000083786,C0243026,sepsis
CID000003793,CID000083786,C0042963,emesis
CID000003793,CID000083786,C0033975,psychoses
CID000003793,CID000083786,C0039446,telangiectases
CID000003793,CID000083786,C0015695,fatty liver
CID000003793,CID000083786,C0029163,mouth bleeding
CID000003793,CID000083786,C0149725,Chest infection
CID000003793,CID000083786,C0231528,aching muscles
CID000003793,CID000083786,C0005826,blood pressure abnormal
CID000003793,CID000083786,C0003862,Aching joints
CID000003793,CID000083786,C0221150,odynophagia
CID000003793,CID000083786,C0220981,metabolic acidosis
CID000003793,CID000083786,C0025222,black stools
CID000002520,CID000036339,C0015230,eruption
CID000002520,CID000036339,C0032285,neumonia
CID000002520,CID000036339,C0595939,still birth
CID000002520,CID000036339,C0014518,Lyell
CID000002520,CID000036339,C1145670,respiratory failure
CID000002520,CID000036339,C0030305,pancreatitis
CID000002520,CID000036339,C0005758,bleb
CID000002520,CID000036339,C0035410,rhabdomyolysis
CID000002520,CID000036339,C0042510,ventricular fibrillation
CID000000450,CID000002678,C0008325,cholecystitis
CID000000450,CID000002678,C0035436,Rheumatic fever
CID000000450,CID000002678,C0041834,erythema
CID000000450,CID000002678,C0231807,Dyspnea exertional
CID000000450,CID000002678,C0085631,agitated
CID000000450,CID000002678,C0004604,Back Ache
CID000000450,CID000002678,C0034887,rectal polyp
CID000000450,CID000002678,C0020433,Bilirubinaemia
CID000000450,CID000002678,C0027404,narcolepsy
CID000000450,CID000002678,C0039240,Supraventricular tachycardia
CID000000450,CID000002678,C0020437,Blood Calcium Increased
CID000000450,CID000002678,C0027051,heart attack
CID000000450,CID000002678,C0011616,contact dermatitis
CID000000450,CID000002678,C0013182,Drug hypersensitivity
CID000000450,CID000002678,C0702166,Acne
CID000000450,CID000002678,C0036439,Scoliosis
CID000000450,CID000002678,C0014868,esophagitis
CID000000450,CID000002678,C0027822,neurodermatitis
CID000000450,CID000002678,C0027121,muscle inflammation
CID000000450,CID000002678,C0042164,intraocular inflammation
CID000000450,CID000002678,C0009676,confusion
CID000000450,CID000002678,C0042029,Infection Urinary Tract
CID000000450,CID000002678,C0178421,fibroadenoma of breast
CID000000450,CID000002678,C1258666,ganglion
CID000000450,CID000002678,C0042025,Stress incontinence
CID000000450,CID000002678,C0042024,Incontinence
CID000000450,CID000002678,C0037672,sleep walking
CID000000450,CID000002678,C0016470,food allergy
CID000000450,CID000002678,C0016977,gall bladder
CID000000450,CID000002678,C0033774,itch
CID000000450,CID000002678,C0028259,nodule
CID000000450,CID000002678,C0151825,bone pain
CID000000450,CID000002678,C1510475,diverticulosis
CID000000450,CID000002678,C0003873,Arthritis rheumatoid
CID000000450,CID000002678,C0042109,hive
CID000000450,CID000002678,C0017160,gastroenteritis
CID000000450,CID000002678,C0002871,anaemia
CID000000450,CID000002678,C0005747,Blepharospasm
CID000000450,CID000002678,C0035222,Acute Respiratory Distress Syndrome
CID000000450,CID000002678,C0027796,Neuralgia
CID000000450,CID000002678,C0006625,cachectic
CID000000450,CID000002678,C0008031,chest pain
CID000000450,CID000002678,C0085096,Disorder Peripheral Vascular
CID000000450,CID000002678,C0008033,pleural pain
CID000000450,CID000002678,C0270996,eye swelling
CID000000450,CID000002678,C0008035,Chest wall pain
CID000000450,CID000002678,C0017168,acid reflux
CID000000450,CID000002678,C0019291,hernia hiatal
CID000000450,CID000002678,C0242184,hypoxia
CID000000450,CID000002678,C0085606,micturition urgency
CID000000450,CID000002678,C0020505,hyperalimentation
CID000000450,CID000002678,C0003564,Aphonia
CID000000450,CID000002678,C0041976,urethritis
CID000000450,CID000002678,C0030193,Pain
CID000000450,CID000002678,C0042798,Abnormal vision
CID000000450,CID000002678,C0152149,ovulation pain
CID000000450,CID000002678,C0011124,Decreased Libido
CID000000450,CID000002678,C0158252,intervertebral disc disorder
CID000000450,CID000002678,C0011127,decubitus ulcer
CID000000450,CID000002678,C0025874,Breakthrough bleeding
CID000000450,CID000002678,C0027497,nausea
CID000000450,CID000002678,C0152025,polyneuropathy
CID000000450,CID000002678,C0013595,eczema
CID000000450,CID000002678,C0035078,kidney failure
CID000000450,CID000002678,C0042928,vocal cord paralysis
CID000000450,CID000002678,C0032302,pneumonia primary atypical
CID000000450,CID000002678,C0025322,premature menopause
CID000000450,CID000002678,C0428977,bradycardia
CID000000450,CID000002678,C0006384,bundle branch block
CID000000450,CID000002678,C0020625,blood sodium decreased
CID000000450,CID000002678,C0026858,musculoskeletal pain
CID000000450,CID000002678,C0030554,Paraesthesia
CID000000450,CID000002678,C0085694,cholecystitis chronic
CID000000450,CID000002678,C0027719,nephrosclerosis
CID000000450,CID000002678,C0149871,deep vein thromboses
CID000000450,CID000002678,C0042133,fibroids
CID000000450,CID000002678,C0750876,phlebitis superficial
CID000000450,CID000002678,C0007117,basal cell carcinoma
CID000000450,CID000002678,C0023530,leucopenia
CID000000450,CID000002678,C0037195,Sinus headache
CID000000450,CID000002678,C0038454,apoplexy
CID000000450,CID000002678,C0006444,bursitis
CID000000450,CID000002678,C0029927,Ovarian Cyst
CID000000450,CID000002678,C0003504,aortic regurgitation
CID000000450,CID000002678,C0017574,gingivitis
CID000000450,CID000002678,C0032285,neumonia
CID000000450,CID000002678,C0017601,glaucoma
CID000000450,CID000002678,C0002962,angina
CID000000450,CID000002678,C0011633,dermatomyositis
CID000000450,CID000002678,C0162297,pulmonary arrest
CID000000450,CID000002678,C0027531,injury of neck
CID000000450,CID000002678,C0158328,trigger finger
CID000000450,CID000002678,C0085593,chill
CID000000450,CID000002678,C0034150,peliosis
CID000000450,CID000002678,C0520474,aseptic necrosis bone
CID000000450,CID000002678,C0006852,candidiasis of vagina
CID000000450,CID000002678,C0018674,head injury
CID000000450,CID000002678,C0020517,allergies
CID000000450,CID000002678,C0086769,panic attack
CID000000450,CID000002678,C0011334,dental caries
CID000000450,CID000002678,C0019112,haemorrhoids
CID000000450,CID000002678,C0020458,hyperhidrosis
CID000000450,CID000002678,C0267112,erosive gastritis
CID000000450,CID000002678,C0013604,edema
CID000000450,CID000002678,C0699885,bladder cancer
CID000000450,CID000002678,C0020615,hypoglycaemia
CID000000450,CID000002678,C0012833,dizziness
CID000000450,CID000002678,C0151706,bleeding Vaginal
CID000000450,CID000002678,C0085166,bacterial vaginitis
CID000000450,CID000002678,C0015469,facial palsy
CID000000450,CID000002678,C0035854,acne rosacea
CID000000450,CID000002678,C0040822,tremor
CID000000450,CID000002678,C0020598,Blood calcium decreased
CID000000450,CID000002678,C0004030,aspergillosis
CID000000450,CID000002678,C0031350,pharyngeal inflammation
CID000000450,CID000002678,C0015672,Fatigue
CID000000450,CID000002678,C0042345,varicose vein
CID000000450,CID000002678,C0013221,drug toxicity NOS
CID000000450,CID000002678,C0032584,polyp
CID000000450,CID000002678,C0267716,incisional hernia
CID000000450,CID000002678,C0151786,muscle weakness
CID000000450,CID000002678,C0392525,Nephrolithiasis
CID000000450,CID000002678,C0004093,asthenia
CID000000450,CID000002678,C0042571,spinning sensation
CID000000450,CID000002678,C0011991,diarrhea
CID000000450,CID000002678,C0037284,skin lesion
CID000000450,CID000002678,C0011849,Diabetes
CID000000450,CID000002678,C0013428,dysuria
CID000000450,CID000002678,C0016199,flank pain
CID000000450,CID000002678,C0016053,fibromyalgia
CID000000450,CID000002678,C0034067,emphysema
CID000000450,CID000002678,C0037763,muscle spasm
CID000000450,CID000002678,C0034063,lung edema
CID000000450,CID000002678,C0016059,fib
CID000000450,CID000002678,C0006277,bronchitis
CID000000450,CID000002678,C0019572,hirsuitism
CID000000450,CID000002678,C0019209,enlarged liver
CID000000450,CID000002678,C0010054,arteriosclerotic heart disease
CID000000450,CID000002678,C0032326,pneumothorax
CID000000450,CID000002678,C0851578,sleep disorder
CID000000450,CID000002678,C0009421,coma
CID000000450,CID000002678,C0030920,gastroduodenal ulcer
CID000000450,CID000002678,C0024115,Disorder Lung
CID000000450,CID000002678,C0017675,Glossitis
CID000000450,CID000002678,C0036974,cardiovascular collapse
CID000000450,CID000002678,C0149678,EBV infection
CID000000450,CID000002678,C0010692,Bladder inflammation
CID000000450,CID000002678,C0456909,blindness
CID000000450,CID000002678,C0152128,drug withdrawal
CID000000450,CID000002678,C0042384,angiitis
CID000000450,CID000002678,C0043096,loss of weight
CID000000450,CID000002678,C0020538,High blood pressure
CID000000450,CID000002678,C0007642,cellulitis
CID000000450,CID000002678,C0009806,constipated
CID000000450,CID000002678,C0023895,disease of liver
CID000000450,CID000002678,C0030552,muscle paresis
CID000000450,CID000002678,C0085636,Light sensitivity
CID000000450,CID000002678,C0022104,Colon Spastic
CID000000450,CID000002678,C0040213,costochondritis
CID000000450,CID000002678,C0018808,cardiac murmur
CID000000450,CID000002678,C0029442,osteomalacia
CID000000450,CID000002678,C0018965,blood in urine
CID000000450,CID000002678,C0029456,osteoporosis
CID000000450,CID000002678,C0149756,fascitis plantar
CID000000450,CID000002678,C0018800,cardiac enlargement
CID000000450,CID000002678,C0149512,acute sinusitis
CID000000450,CID000002678,C0018802,Cardiac decompensation
CID000000450,CID000002678,C0023067,laryngitis
CID000000450,CID000002678,C0149516,chronic sinusitis
CID000000450,CID000002678,C0149514,acute bronchitis
CID000000450,CID000002678,C0151908,dry skin
CID000000450,CID000002678,C0027769,nervous tension
CID000000450,CID000002678,C0006840,Candida Infection
CID000000450,CID000002678,C0575081,Abnormal Gait
CID000000450,CID000002678,C0012813,diverticulitis
CID000000450,CID000002678,C0022575,keratitis sicca
CID000000450,CID000002678,C0151904,Aspartate Aminotransferase Increase
CID000000450,CID000002678,C0917798,cerebral ischaemia
CID000000450,CID000002678,C0917799,excessive sleepiness
CID000000450,CID000002678,C0022660,acute kidney failure
CID000000450,CID000002678,C0009938,bruise
CID000000450,CID000002678,C0008767,Scar
CID000000450,CID000002678,C0021400,flu
CID000000450,CID000002678,C0518988,dental abscess
CID000000450,CID000002678,C1527336,Sjogrens syndrome
CID000000450,CID000002678,C0014549,Convulsions Grand Mal
CID000000450,CID000002678,C0086543,cataract
CID000000450,CID000002678,C0242362,Intervertebral Disc Herniation
CID000000450,CID000002678,C0020443,elevated cholesterol
CID000000450,CID000002678,C0015423,eyelid diseases
CID000000450,CID000002678,C0035455,Rhinitis
CID000000450,CID000002678,C0151766,Abnormal LFTs
CID000000450,CID000002678,C0013395,dyspepsia
CID000000450,CID000002678,C0037199,Sinusitis
CID000000450,CID000002678,C0030790,pelvic infection
CID000000450,CID000002678,C0152027,sensory disturbance
CID000000450,CID000002678,C0026267,mitral valve prolapse
CID000000450,CID000002678,C0042907,vitreous detachment
CID000000450,CID000002678,C0019557,hip fracture
CID000000450,CID000002678,C0019079,coughing blood
CID000000450,CID000002678,C0030252,palpitation
CID000000450,CID000002678,C0311394,difficulty in walking
CID000000450,CID000002678,C0206062,ild
CID000000450,CID000002678,C0575090,balance disorder
CID000000450,CID000002678,C0151744,Cardiac ischemia
CID000000450,CID000002678,C0042909,Vitreous haemorrhage
CID000000450,CID000002678,C0011168,deglutition disorder
CID000000450,CID000002678,C0039503,Tendinitis
CID000000450,CID000002678,C0039504,tendon injury
CID000000450,CID000002678,C0040264,tinnitus
CID000000450,CID000002678,C0015230,eruption
CID000000450,CID000002678,C0006145,Breast disorder
CID000000450,CID000002678,C0003123,Anorexia
CID000000450,CID000002678,C0149931,migraine
CID000000450,CID000002678,C0001623,adrenal insufficiency
CID000000450,CID000002678,C0026821,cramp
CID000000450,CID000002678,C0836924,increased platelet count
CID000000450,CID000002678,C0263912,rotator cuff syndrome
CID000000450,CID000002678,C0042267,Colpitis
CID000000450,CID000002678,C0031039,pericardial effusion
CID000000450,CID000002678,C0026946,fungal disease
CID000000450,CID000002678,C0013144,drowsiness
CID000000450,CID000002678,C0021311,infection
CID000000450,CID000002678,C0013146,abuse
CID000000450,CID000002678,C0235761,nasal septal perforation
CID000000450,CID000002678,C0344232,blurred vision
CID000000450,CID000002678,C0162429,malnourished
CID000000450,CID000002678,C0318712,gastroenteritis viral
CID000000450,CID000002678,C0001339,acute pancreatitis
CID000000450,CID000002678,C0235660,galactorrhea
CID000000450,CID000002678,C0002994,angioedema
CID000000450,CID000002678,C0151611,abnormal EEG
CID000000450,CID000002678,C0013473,eating disorder
CID000000450,CID000002678,C0002622,Amnesia
CID000000450,CID000002678,C0042485,venous insufficiency
CID000000450,CID000002678,C0022408,arthropathy
CID000000450,CID000002678,C0037011,shoulder pain
CID000000450,CID000002678,C0039231,heart rate increased
CID000000450,CID000002678,C0151480,antinuclear antibody positive
CID000000450,CID000002678,C0085624,burning sensation
CID000000450,CID000002678,C0035309,Disorder Retinal
CID000000450,CID000002678,C0006849,candidiasis of mouth
CID000000450,CID000002678,C0002103,allergic rhinitis
CID000000450,CID000002678,C0007859,cervicalgia
CID000000450,CID000002678,C0264906,atrioventricular block second degree
CID000000450,CID000002678,C0019080,Bleeding
CID000000450,CID000002678,C0017152,gastric inflammation
CID000000450,CID000002678,C0016807,intestinal functional disorder
CID000000450,CID000002678,C0001430,adenoma
CID000000450,CID000002678,C0027947,Neutropenia
CID000000450,CID000002678,C0026769,multiple sclerosis
CID000000450,CID000002678,C0423798,Easy bruisability
CID000000450,CID000002678,C0033953,psychosexual disorder
CID000000450,CID000002678,C0011175,dehydration
CID000000450,CID000002678,C0018681,Head ache
CID000000450,CID000002678,C0398353,Hypoventilation
CID000000450,CID000002678,C0043094,weight gain
CID000000450,CID000002678,C0000737,abdominal pain
CID000000450,CID000002678,C0085619,orthopnea
CID000000450,CID000002678,C0007785,cerebral infarct
CID000000450,CID000002678,C0018188,granuloma
CID000000450,CID000002678,C0013405,Dyspnoea paroxysmal nocturnal
CID000000450,CID000002678,C0013404,Difficulty breathing
CID000000450,CID000002678,C0015732,faecal incontinence
CID000000450,CID000002678,C0026896,myasthenia gravis
CID000000450,CID000002678,C0011860,Mod
CID000000450,CID000002678,C0040997,trigeminal neuralgia
CID000000450,CID000002678,C0008350,cholelithiasis
CID000000450,CID000002678,C0007820,cerebral vascular disorder
CID000000450,CID000002678,C0002963,Prinzmetal variant angina
CID000000450,CID000002678,C0029408,Osteoarthritis
CID000000450,CID000002678,C0010823,CMV infection
CID000000450,CID000002678,C0917801,insomnia
CID000000450,CID000002678,C0007286,carpal tunnel
CID000000450,CID000002678,C0522055,abnormal ECG
CID000000450,CID000002678,C0020040,hot flash
CID000000450,CID000002678,C0007282,carotid artery stenosis
CID000000450,CID000002678,C0034212,pyoderma
CID000000450,CID000002678,C0497247,arterial pressure NOS increased
CID000000450,CID000002678,C0003467,Anxiety
CID000000450,CID000002678,C0030794,pain pelvic
CID000000450,CID000002678,C0018932,haematochezia
CID000000450,CID000002678,C0015695,fatty liver
CID000000450,CID000002678,C1442903,bone spur
CID000000450,CID000002678,C0162283,Nephrogenic diabetes insipidus
CID000000450,CID000002678,C0042510,ventricular fibrillation
CID000000450,CID000002678,C0008301,choking
CID000000450,CID000002678,C0021141,ADH inappropriate
CID000000450,CID000002678,C0442874,neuropathy
CID000000450,CID000002678,C0085649,edema extremities
CID000000450,CID000002678,C0231528,aching muscles
CID000000450,CID000002678,C0005586,bipolar disorder
CID000000450,CID000002678,C0005826,blood pressure abnormal
CID000000450,CID000002678,C0039103,synovitis
CID000000450,CID000002678,C0151790,nasal septum disorder
CID000000450,CID000002678,C0038663,attempted suicide
CID000000450,CID000002678,C0003862,Aching joints
CID000000450,CID000002678,C0178282,Abdominal hernia
CID000000450,CID000002678,C0041912,Infection Upper Respiratory
CID000000450,CID000002678,C0018524,Hallucination
CID000000450,CID000002678,C0231218,Feeling unwell
CID000000450,CID000002678,C0020649,arterial pressure NOS decreased
CID000000450,CID000002678,C0025222,black stools
CID000000450,CID000002678,C0003869,Arthritis infective
CID000000450,CID000002678,C0438215,Abnormal Laboratory Findings
CID000000450,CID000002678,C0009376,colonic polyp
CID000000450,CID000002678,C0006325,bruxism
CID000004736,CID000004927,C0038454,apoplexy
CID000004736,CID000004927,C0004604,Back Ache
CID000004736,CID000004927,C0009806,constipated
CID000004736,CID000004927,C0030554,Paraesthesia
CID000004736,CID000004927,C0038663,attempted suicide
CID000004736,CID000004927,C0027404,narcolepsy
CID000004736,CID000004927,C0018824,cardiac valvulopathy
CID000004736,CID000004927,C0000737,abdominal pain
CID000004736,CID000004927,C0008031,chest pain
CID000004736,CID000004927,C0007787,transient ischaemic attack
CID000004736,CID000004927,C0002871,anaemia
CID000004736,CID000004927,C0018799,cardiac disease
CID000004736,CID000004927,C0232492,abdominal pain upper
CID000004736,CID000004927,C0002940,aneurysm
CID000004736,CID000004927,C0004093,asthenia
CID000004736,CID000004927,C0042963,emesis
CID000004736,CID000004927,C0003467,Anxiety
CID000004736,CID000004927,C0013404,Difficulty breathing
CID000004736,CID000004927,C0151744,Cardiac ischemia
CID000004736,CID000004927,C0003486,aortic aneurysm
CID000004736,CID000004927,C0042487,phlebothrombosis
CID000004736,CID000004927,C0022408,arthropathy
CID000004736,CID000004927,C0086543,cataract
CID000004736,CID000004927,C1145670,respiratory failure
CID000004736,CID000004927,C0024117,chronic obstructive airway disease
CID000004736,CID000004927,C0020649,arterial pressure NOS decreased
CID000004736,CID000004927,C0021311,infection
CID000004736,CID000004927,C0004623,Bacterial infection
CID000002756,CID000002802,C0030552,muscle paresis
CID000002756,CID000002802,C0035258,Ekbom Syndrome
CID000002756,CID000002802,C0037011,shoulder pain
CID000002756,CID000002802,C0039240,Supraventricular tachycardia
CID000002756,CID000002802,C0037315,sleep apnea
CID000002756,CID000002802,C0085610,sinus bradycardia
CID000002756,CID000002802,C0027051,heart attack
CID000002756,CID000002802,C0018926,haematemesis
CID000002756,CID000002802,C0020517,allergies
CID000002756,CID000002802,C0014591,epistaxis
CID000002756,CID000002802,C0020473,hyperlipaemia
CID000002756,CID000002802,C0042025,Stress incontinence
CID000002756,CID000002802,C0042024,Incontinence
CID000002756,CID000002802,C0020538,High blood pressure
CID000002756,CID000002802,C0019270,hernia
CID000002756,CID000002802,C0011175,dehydration
CID000002756,CID000002802,C0012833,dizziness
CID000002756,CID000002802,C0851578,sleep disorder
CID000002756,CID000002802,C0035078,kidney failure
CID000002756,CID000002802,C0007785,cerebral infarct
CID000002756,CID000002802,C0008031,chest pain
CID000002756,CID000002802,C0242184,hypoxia
CID000002756,CID000002802,C0009241,cognitive disorder
CID000002756,CID000002802,C0043352,aptyalism
CID000002756,CID000002802,C0003850,arteriosclerosis
CID000002756,CID000002802,C0003811,Arrhythmia
CID000002756,CID000002802,C0002736,als
CID000002756,CID000002802,C0029408,Osteoarthritis
CID000002756,CID000002802,C0004093,asthenia
CID000002756,CID000002802,C0008033,pleural pain
CID000002756,CID000002802,C0011991,diarrhea
CID000002756,CID000002802,C0042963,emesis
CID000002756,CID000002802,C0575090,balance disorder
CID000002756,CID000002802,C0030193,Pain
CID000002756,CID000002802,C0151744,Cardiac ischemia
CID000002756,CID000002802,C0010054,arteriosclerotic heart disease
CID000002756,CID000002802,C0025874,Breakthrough bleeding
CID000002756,CID000002802,C0231528,aching muscles
CID000002756,CID000002802,C0022408,arthropathy
CID000002756,CID000002802,C0003862,Aching joints
CID000002756,CID000002802,C0085614,Atrioventricular block first degree
CID000002756,CID000002802,C0151966,duodenal ulcer haemorrhage
CID000002756,CID000002802,C0025222,black stools
CID000002756,CID000002803,C0004601,back injury
CID000002756,CID000002803,C0004604,Back Ache
CID000002756,CID000002803,C0015967,body temperature increased
CID000002756,CID000002803,C0001418,adenocarcinoma
CID000002756,CID000002803,C0042024,Incontinence
CID000002756,CID000002803,C0020538,High blood pressure
CID000002756,CID000002803,C0151825,bone pain
CID000002756,CID000002803,C0007787,transient ischaemic attack
CID000002756,CID000002803,C0013295,duodenal ulcer
CID000002756,CID000002803,C0003811,Arrhythmia
CID000002756,CID000002803,C0017160,gastroenteritis
CID000002756,CID000002803,C0008031,chest pain
CID000002756,CID000002803,C0006826,cancer
CID000002756,CID000002803,C0027719,nephrosclerosis
CID000002756,CID000002803,C0030193,Pain
CID000002756,CID000002803,C0011127,decubitus ulcer
CID000002756,CID000002803,C0027497,nausea
CID000002756,CID000002803,C0002170,alopecia
CID000002756,CID000002803,C0398353,Hypoventilation
CID000002756,CID000002803,C0085682,Hypophosphataemia
CID000002756,CID000002803,C0149871,deep vein thromboses
CID000002756,CID000002803,C0023530,leucopenia
CID000002756,CID000002803,C0522055,abnormal ECG
CID000002756,CID000002803,C0038454,apoplexy
CID000002756,CID000002803,C0006444,bursitis
CID000002756,CID000002803,C0037199,Sinusitis
CID000002756,CID000002803,C0020458,hyperhidrosis
CID000002756,CID000002803,C0015672,Fatigue
CID000002756,CID000002803,C0262431,Spinal Compression Fracture
CID000002756,CID000002803,C0015403,eye infection
CID000002756,CID000002803,C0004093,asthenia
CID000002756,CID000002803,C0042571,spinning sensation
CID000002756,CID000002803,C0011991,diarrhea
CID000002756,CID000002803,C0011849,Diabetes
CID000002756,CID000002803,C0006277,bronchitis
CID000002756,CID000002803,C0036572,convulsion
CID000002756,CID000002803,C0029443,osteomyelitis
CID000002756,CID000002803,C0037763,muscle spasm
CID000002756,CID000002803,C0006840,Candida Infection
CID000002756,CID000002803,C1456784,paranoia
CID000002756,CID000002803,C0041755,ADVERSE DRUG EFFECT
CID000002756,CID000002803,C0035078,kidney failure
CID000002756,CID000002803,C0042769,Infection Viral
CID000002756,CID000002803,C0024050,lower GI bleeding
CID000002756,CID000002803,C0004623,Bacterial infection
CID000002756,CID000002803,C0152128,drug withdrawal
CID000002756,CID000002803,C0043096,loss of weight
CID000002756,CID000002803,C0018099,gout
CID000002756,CID000002803,C0043094,weight gain
CID000002756,CID000002803,C0033581,prostatitis
CID000002756,CID000002803,C0006266,bronchial spasm
CID000002756,CID000002803,C0037672,sleep walking
CID000002756,CID000002803,C0018802,Cardiac decompensation
CID000002756,CID000002803,C0575081,Abnormal Gait
CID000002756,CID000002803,C0162316,iron deficiency anaemia
CID000002756,CID000002803,C0021400,flu
CID000002756,CID000002803,C0018790,asystole
CID000002756,CID000002803,C0018799,cardiac disease
CID000002756,CID000002803,C0085649,edema extremities
CID000002756,CID000002803,C0020540,malignant hypertension
CID000002756,CID000002803,C0024121,lung neoplasms
CID000002756,CID000002803,C0039503,Tendinitis
CID000002756,CID000002803,C0039504,tendon injury
CID000002756,CID000002803,C0149931,migraine
CID000002756,CID000002803,C0263912,rotator cuff syndrome
CID000002756,CID000002803,C0026946,fungal disease
CID000002756,CID000002803,C0013144,drowsiness
CID000002756,CID000002803,C0013146,abuse
CID000002756,CID000002803,C0318712,gastroenteritis viral
CID000002756,CID000002803,C0002994,angioedema
CID000002756,CID000002803,C0013473,eating disorder
CID000002756,CID000002803,C0002622,Amnesia
CID000002756,CID000002803,C0001122,Acidosis
CID000002756,CID000002803,C0032987,ectopic pregnancies
CID000002756,CID000002803,C0520474,aseptic necrosis bone
CID000002756,CID000002803,C0006325,bruxism
CID000002756,CID000002803,C0000737,abdominal pain
CID000002756,CID000002803,C0013404,Difficulty breathing
CID000002756,CID000002803,C0015732,faecal incontinence
CID000002756,CID000002803,C0011860,Mod
CID000002756,CID000002803,C0003850,arteriosclerosis
CID000002756,CID000002803,C0005001,benign prostatic hyperplasia
CID000002756,CID000002803,C0917801,insomnia
CID000002756,CID000002803,C0016658,bone fracture
CID000002756,CID000002803,C0042963,emesis
CID000002756,CID000002803,C0085096,Disorder Peripheral Vascular
CID000002756,CID000002803,C1442903,bone spur
CID000002756,CID000002803,C0041657,loss of consciousness
CID000002756,CID000002803,C0003862,Aching joints
CID000002756,CID000002803,C0281774,acute psychosis
CID000002756,CID000002803,C0018524,Hallucination
CID000002756,CID000002803,C0231218,Feeling unwell
CID000002756,CID000002803,C0020649,arterial pressure NOS decreased
CID000002756,CID000002803,C0013491,ecchymoses
CID000002756,CID000002803,C0018681,Head ache
CID000003957,CID000005672,C0043096,loss of weight
CID000003957,CID000005672,C0041834,erythema
CID000003957,CID000005672,C0231807,Dyspnea exertional
CID000003957,CID000005672,C0011615,allergic dermatitis
CID000003957,CID000005672,C0017574,gingivitis
CID000003957,CID000005672,C0878544,Cardiomyopathy
CID000003957,CID000005672,C0151904,Aspartate Aminotransferase Increase
CID000003957,CID000005672,C0398353,Hypoventilation
CID000003957,CID000005672,C0015967,body temperature increased
CID000003957,CID000005672,C0020437,Blood Calcium Increased
CID000003957,CID000005672,C0018802,Cardiac decompensation
CID000003957,CID000005672,C0040590,tracheostomy
CID000003957,CID000005672,C0040034,thrombocytopenia
CID000003957,CID000005672,C0302592,carcinoma of the cervix
CID000003957,CID000005672,C0030193,Pain
CID000003957,CID000005672,C0520474,aseptic necrosis bone
CID000003957,CID000005672,C0042963,emesis
CID000003957,CID000005672,C0027947,Neutropenia
CID000003957,CID000005672,C0028081,night sweat
CID000003957,CID000005672,C0013604,edema
CID000003957,CID000005672,C0041912,Infection Upper Respiratory
CID000003957,CID000005672,C0152031,joint swelling
CID000003957,CID000005672,C0151825,bone pain
CID000003957,CID000005672,C0042109,hive
CID000003957,CID000005672,C0020598,Blood calcium decreased
CID000003957,CID000005672,C0002871,anaemia
CID000003957,CID000005672,C0016658,bone fracture
CID000003957,CID000005672,C0023798,lipoma
CID000003957,CID000005672,C0151766,Abnormal LFTs
CID000003957,CID000005672,C0029400,bone inflammation
CID000003957,CID000005672,C0008033,pleural pain
CID000003957,CID000005672,C0004096,asthma
CID000003957,CID000005672,C0006277,bronchitis
CID000003957,CID000005672,C0029443,osteomyelitis
CID000003957,CID000005672,C1253936,joint effusion
CID000003957,CID000005672,C0013404,Difficulty breathing
CID000003957,CID000005672,C0017565,Bleeding gums
CID000003957,CID000005672,C1527344,dysphonia
CID000003957,CID000005672,C0038395,streptococcal infection
CID000003957,CID000005672,C0040435,tooth disease
CID000003957,CID000005672,C0027497,nausea
CID000003957,CID000005672,C0917801,insomnia
CID000003957,CID000005672,C0003862,Aching joints
CID000003957,CID000005672,C0004238,AFIB
CID000003957,CID000005672,C0149778,soft tissue infection
CID000003957,CID000005672,C0003864,arthritis
CID000003957,CID000005672,C0032227,Pleural Effusion
CID000003957,CID000005672,C0010692,Bladder inflammation
CID000003957,CID000005672,C0016169,fistula
CID000002909,CID000060835,C0043096,loss of weight
CID000002909,CID000060835,C0018099,gout
CID000002909,CID000060835,C0041834,erythema
CID000002909,CID000060835,C0004144,atelectasis
CID000002909,CID000060835,C0030252,palpitation
CID000002909,CID000060835,C0004604,Back Ache
CID000002909,CID000060835,C0009806,constipated
CID000002909,CID000060835,C0023895,disease of liver
CID000002909,CID000060835,C0030554,Paraesthesia
CID000002909,CID000060835,C0027497,nausea
CID000002909,CID000060835,C0033860,psoriasis
CID000002909,CID000060835,C0027404,narcolepsy
CID000002909,CID000060835,C0398353,Hypoventilation
CID000002909,CID000060835,C0085593,chill
CID000002909,CID000060835,C0027051,heart attack
CID000002909,CID000060835,C0007642,cellulitis
CID000002909,CID000060835,C0010200,Cough
CID000002909,CID000060835,C0917799,excessive sleepiness
CID000002909,CID000060835,C0018802,Cardiac decompensation
CID000002909,CID000060835,C0042109,hive
CID000002909,CID000060835,C0221150,odynophagia
CID000002909,CID000060835,C0019158,hepatitis
CID000002909,CID000060835,C0042487,phlebothrombosis
CID000002909,CID000060835,C0019080,Bleeding
CID000002909,CID000060835,C0020473,hyperlipaemia
CID000002909,CID000060835,C0020456,hyperglycaemia
CID000002909,CID000060835,C0151827,eye pain
CID000002909,CID000060835,C0020458,hyperhidrosis
CID000002909,CID000060835,C0022575,keratitis sicca
CID000002909,CID000060835,C0011175,dehydration
CID000002909,CID000060835,C0020615,hypoglycaemia
CID000002909,CID000060835,C0012833,dizziness
CID000002909,CID000060835,C0033774,itch
CID000002909,CID000060835,C0242429,pain in throat
